Elevation(ft),Area(acres),Volume(acft)
4205.44,1137134.84,17808310.42
4205.45,1137647.65,17819973.01
4205.46,1138061.04,17831084.87
4205.47,1138472.66,17842756.55
4205.48,1138997.91,17853876.59
4205.49,1139410.71,17865557.88
4205.5,1139832.88,17876687
4205.51,1140232.69,17887820.1
4205.52,1140759.69,17899514.89
4205.53,1141164.89,17910657.06
4205.54,1141598.71,17922360.65
4205.55,1142145.17,17933511.79
4205.56,1142579.62,17945225.41
4205.57,1142978.74,17956385.34
4205.58,1143493.63,17968107.7
4205.59,1143889.55,17979276.53
4205.6,1144315.73,17991008
4205.61,1144709.96,18002184.85
4205.62,1147463.88,18013947.45
4205.63,1147854.76,18025155.02
4205.64,1148275.78,18036927.14
4205.65,1148875.5,18048144.07
4205.66,1149291.14,18059926.61
4205.67,1149676.27,18071151.99
4205.68,1151080.36,18082947.09
4205.69,1151452.83,18094189.89
4205.7,1151853.13,18105998.78
4205.71,1153467.3,18117250.33
4205.72,1153862.61,18129079.85
4205.73,1154227.47,18140349.79
4205.74,1154619.87,18152187.08
4205.75,1155255.97,18163466.67
4205.76,1155618.13,18174750.25
4205.77,1156007.31,18186601.87
4205.78,1156458.24,18197893.25
4205.79,1156842.37,18209753.44
4205.8,1157198.11,18221052.48
4205.81,1157733.9,18232920.71
4205.82,1158092.29,18244228.47
4205.83,1158484.3,18256105.46
4205.84,1160016.55,18267420.56
4205.85,1160406.21,18279317.26
4205.86,1160768.55,18290651.12
4205.87,1161160.05,18302555.53
4205.88,1161616.63,18313897.45
4205.89,1162009.48,18325810.57
4205.9,1162375.22,18337160.1
4205.91,1162904.34,18349081.67
4205.92,1163272.32,18360439.94
4205.93,1163676.94,18372370.09
4205.94,1164189.12,18383736.14
4205.95,1164605.76,18395675.75
4205.96,1164995.47,18407050.74
4205.97,1165427.19,18418998.68
4205.98,1165930.78,18430382.62
4205.99,1166378.46,18442340.22
4206,1166802.73,18453732.68
4206.01,1167343.1,18465129.91
4206.02,1167811.07,18477102.09
4206.03,1168292.19,18488508.75
4206.04,1168894.36,18500491.16
4206.05,1169426.7,18511908.65
4206.06,1169997.89,18523902.67
4206.07,1171569.79,18535331.24
4206.08,1172208.62,18547347.58
4206.09,1172863.01,18558798.01
4206.1,1173540.67,18570827.79
4206.11,1174305.31,18582291.99
4206.12,1174992.07,18594336.62
4206.13,1175662.41,18605814.31
4206.14,1176419.07,18617873.19
4206.15,1177080.19,18629364.78
4206.16,1177755.4,18641437.8
4206.17,1178513,18652942.59
4206.18,1179178.28,18665030.27
4206.19,1179825.96,18676548.71
4206.2,1180473.46,18688649.76
4206.21,1181181.95,18700181.48
4206.22,1181806.4,18712296.31
4206.23,1182405.74,18723840.22
4206.24,1183332.05,18735969.54
4206.25,1183915.65,18747528.26
4206.26,1184473.74,18759092.56
4206.27,1185184.66,18771241.51
4206.28,1185740.93,18782818.29
4206.29,1186304.18,18794979.65
4206.3,1188196.33,18806567.95
4206.31,1188741.63,18818754.39
4206.32,1189273.02,18830365.78
4206.33,1189806.32,18842563.2
4206.34,1190516.11,18854186.41
4206.35,1191034.64,18866396.48
4206.36,1191542.65,18878030.15
4206.37,1192145.85,18890251.22
4206.38,1192639.43,18901895.67
4206.39,1193129.73,18914127.39
4206.4,1193694.74,18925781.58
4206.41,1194172.2,18938024.05
4206.42,1194636.21,18949688.14
4206.43,1195103.44,18961940.21
4206.44,1195909.36,18973616.59
4206.45,1196371.12,18985881.69
4206.46,1196824.81,18997567.19
4206.47,1197405.66,19009842.51
4206.48,1197848.41,19021538.07
4206.49,1198295.55,19033822.97
4206.5,1198827.28,19045527.57
4206.51,1199244.89,19057236.87
4206.52,1199699.97,19069536.14
4206.53,1200228.2,19081254.05
4206.54,1200677.32,19093563.35
4206.55,1201085.34,19105290.68
4206.56,1201528.65,19117608.75
4206.57,1202007.08,19129344.97
4206.58,1202441.73,19141672.43
4206.59,1202843.25,19153416.97
4206.6,1203355.17,19165753.44
4206.61,1203745.74,19177506.83
4206.62,1204166.63,19189852.04
4206.63,1204628.34,19201613.54
4206.64,1205044.5,19213967.78
4206.65,1205427.78,19225737.64
4206.66,1205916.4,19238100.07
4206.67,1206288.83,19249878.39
4206.68,1206692.12,19262249.6
4206.69,1207061.36,19274035.48
4206.7,1207551.7,19286415.24
4206.71,1207921.49,19298209.52
4206.72,1208319.45,19310597.44
4206.73,1208831.16,19322399.84
4206.74,1209226.26,19334797.06
4206.75,1209588.46,19346607.65
4206.76,1210008.65,19358421.89
4206.77,1210386.36,19370831.17
4206.78,1210730.08,19382653.05
4206.79,1211097.88,19395069.68
4206.8,1211499.45,19406899.04
4206.81,1211852.61,19419323.49
4206.82,1212171.77,19431159.57
4206.83,1212573.47,19443591.21
4206.84,1212876.43,19455434.26
4206.85,1213201.98,19467872.67
4206.86,1213571.56,19479722.04
4206.87,1213887.23,19492167.53
4206.88,1214180.47,19504023.35
4206.89,1214570,19516475.13
4206.9,1214861.75,19528337.61
4206.91,1215180.08,19540796.33
4206.92,1215478.2,19552664.8
4206.93,1215877.05,19565130.41
4206.94,1216181.09,19577005.71
4206.95,1216510.74,19589478.02
4206.96,1217172.53,19601361.09
4206.97,1217502.09,19613843.56
4206.98,1217807.89,19625734.73
4206.99,1218213.34,19638223.89
4207,1218516.64,19650122
4207.01,1218836.82,19662023.13
4207.02,1219153.52,19674522.59
4207.03,1219682.29,19686431.78
4207.04,1219998.6,19698939.89
4207.05,1220316.46,19710855.47
4207.06,1220714.91,19723370.58
4207.07,1221033.14,19735293.15
4207.08,1221352.44,19747815.14
4207.09,1223102.36,19759748.84
4207.1,1223422.72,19772292.04
4207.11,1223748.92,19784241.09
4207.12,1224142.86,19796791
4207.13,1224469.21,19808747.09
4207.14,1224788.76,19821304.3
4207.15,1225100.16,19833266.7
4207.16,1225665.37,19845832.31
4207.17,1225976.65,19857803.26
4207.18,1226320.37,19870376.12
4207.19,1228110.87,19882360.69
4207.2,1228456.97,19894955.45
4207.21,1228776.23,19906953.7
4207.22,1229191.13,19919555.45
4207.23,1229516.3,19931560.89
4207.24,1229868.4,19944170.09
4207.25,1230192.87,19956182.14
4207.26,1230728.55,19968199.24
4207.27,1231064.39,19980820.75
4207.28,1231405.28,19992844.55
4207.29,1231842.36,20005473.64
4207.3,1232182.58,20017505.02
4207.31,1232519.36,20030141.44
4207.32,1233925.89,20042183.08
4207.33,1234258.14,20054837.36
4207.34,1234597.98,20066892.32
4207.35,1235000.22,20079553.56
4207.36,1235338.53,20091615.77
4207.37,1235673.51,20104284.54
4207.38,1236016.41,20116353.34
4207.39,1236602.24,20129031.13
4207.4,1236943.28,20141109
4207.41,1237278.92,20153794.22
4207.42,1239354.85,20165887.16
4207.43,1239691.9,20178597.1
4207.44,1240032.72,20190705.14
4207.45,1240756.83,20203422.99
4207.46,1241093.93,20215541.4
4207.47,1241423.18,20228269.14
4207.48,1241811.94,20240394.04
4207.49,1242141.77,20253129.15
4207.5,1242481.34,20265261.09
4207.51,1242806.24,20277396.26
4207.52,1244879.69,20290153.39
4207.53,1245210.25,20302312
4207.54,1245566.88,20315082.06
4207.55,1245950.01,20327247.59
4207.56,1246298.93,20340025.19
4207.57,1246623.69,20352197.63
4207.58,1247169.84,20364982.45
4207.59,1247495.73,20377163.4
4207.6,1247846.38,20389956.86
4207.61,1248167.15,20402144.39
4207.62,1251325.89,20414969.47
4207.63,1251631.17,20427190.92
4207.64,1251959.81,20440026.68
4207.65,1252366.5,20452254.87
4207.66,1252682.55,20465098.1
4207.67,1252970.99,20477332.71
4207.68,1253334.4,20490182.27
4207.69,1253621.15,20502423.24
4207.7,1253928.84,20515279.3
4207.71,1254256.67,20527526.07
4207.72,1254562.27,20540388.63
4207.73,1254844.73,20552641.56
4207.74,1255149.13,20565510.14
4207.75,1255500.93,20577769.31
4207.76,1255782.1,20590031.45
4207.77,1256090.51,20602909.71
4207.78,1256678.33,20615178.8
4207.79,1256988.55,20628066.24
4207.8,1257279.58,20640342.95
4207.81,1258223.95,20653237.53
4207.82,1258522.16,20665526.33
4207.83,1258846.5,20678432.77
4207.84,1259149.77,20690727.67
4207.85,1260710.24,20703651.39
4207.86,1261011.17,20715964.48
4207.87,1261335.28,20728896.43
4207.88,1261689.75,20741215.95
4207.89,1262012.1,20754154.83
4207.9,1262304.58,20766480.61
4207.91,1262669.97,20779425.96
4207.92,1262959.13,20791758.14
4207.93,1263264.65,20804709.98
4207.94,1263599.38,20817047.94
4207.95,1263893.77,20830006.28
4207.96,1264162.49,20842350.31
4207.97,1264446.73,20855314.37
4207.98,1265421.52,20867669.33
4207.99,1265704.2,20880646.3
4208,1265965.98,20893007.96
4208.01,1269819.59,20905387.98
4208.02,1270095.57,20918409.99
4208.03,1270360.81,20930814.61
4208.04,1270946.19,20943842.86
4208.05,1271213.53,20956255.79
4208.06,1271502.79,20969292.22
4208.07,1271769.91,20981710.58
4208.08,1272809.53,20994759.69
4208.09,1273073.27,21007190.79
4208.1,1273359.99,21020246.28
4208.11,1273693.48,21032683.21
4208.12,1273976.99,21045745.04
4208.13,1274237.47,21058187.53
4208.14,1274694.84,21071255.53
4208.15,1274953.64,21083705.02
4208.16,1275238.41,21096779.77
4208.17,1275571.85,21109234.63
4208.18,1275857.66,21122315.71
4208.19,1276122.58,21134776.59
4208.2,1276411.4,21147863.34
4208.21,1276846.39,21160330.94
4208.22,1277138.56,21173425.13
4208.23,1277409.61,21185898.53
4208.24,1277956.54,21198999.87
4208.25,1278235.23,21211481.3
4208.26,1278528.78,21223965.52
4208.27,1278903.47,21237077.12
4208.28,1279198.04,21249567.87
4208.29,1279495.44,21262686.18
4208.3,1279791.18,21275182.71
4208.31,1280266.9,21288308.84
4208.32,1280562.07,21300812.9
4208.33,1280860.59,21313945.21
4208.34,1281225.8,21326455.53
4208.35,1281528.55,21339594.67
4208.36,1281828.79,21352111.06
4208.37,1282347.38,21365257.22
4208.38,1282652.06,21377781.63
4208.39,1282967.44,21390935.45
4208.4,1283374.29,21403466.04
4208.41,1283690.46,21416627.26
4208.42,1284007.85,21429164.85
4208.43,1284330.2,21442332.6
4208.44,1284878.1,21454878.33
4208.45,1285198.83,21468054.99
4208.46,1285518.61,21480607.32
4208.47,1286395.87,21493793.81
4208.48,1286714.45,21506357.82
4208.49,1287035.84,21519553.31
4208.5,1287424.22,21532123.73
4208.51,1287737.62,21544697.76
4208.52,1288071.96,21557903.79
4208.53,1288383.13,21570484.13
4208.54,1288778.29,21583697.41
4208.55,1289078.8,21596284.6
4208.56,1289396.82,21609504.31
4208.57,1289748.04,21622097.97
4208.58,1290036.85,21635324.4
4208.59,1290301.68,21647923.71
4208.6,1290647.63,21661156.06
4208.61,1290915.08,21673761.34
4208.62,1291202.89,21686999.73
4208.63,1292135.09,21699611.08
4208.64,1292412.51,21712861.97
4208.65,1292685.5,21725484.56
4208.66,1292960.13,21738741.09
4208.67,1293852.79,21751374.16
4208.68,1294129.64,21764642.65
4208.69,1294402.85,21777282.01
4208.7,1294819.8,21790556.96
4208.71,1295096.51,21803203.07
4208.72,1295379.63,21816484.36
4208.73,1296023.48,21829137.01
4208.74,1296304.31,21842427.79
4208.75,1296584.2,21855088.41
4208.76,1297342.86,21867751.7
4208.77,1297637.2,21881056.06
4208.78,1297910.58,21893729.66
4208.79,1298206.53,21907039.85
4208.8,1298626.22,21919720.07
4208.81,1298925.14,21933037.62
4208.82,1299200.89,21945723.8
4208.83,1300221.4,21959050.76
4208.84,1300495.66,21971749.59
4208.85,1300791.55,21985086.29
4208.86,1301173.27,21997790.85
4208.87,1301471.04,22011134.5
4208.88,1301745.83,22023845.53
4208.89,1302043.14,22037195.06
4208.9,1302467.36,22049912.99
4208.91,1302763.55,22063269.9
4208.92,1303037.25,22075993.56
4208.93,1303745.05,22089358.93
4208.94,1304017.41,22102092.15
4208.95,1304312.63,22115464.94
4208.96,1304693.58,22128204.09
4208.97,1304987.01,22141583.8
4208.98,1305260.26,22154329.17
4208.99,1305649.94,22167714.74
4209,1305917.57,22180466.56
4209.01,1306185.91,22193221.01
4209.02,1306472.84,22206616.06
4209.03,1307035.13,22219378.09
4209.04,1307320.82,22232781.83
4209.05,1307583.85,22245549.97
4209.06,1307922.77,22258959.58
4209.07,1308182.82,22271733.58
4209.08,1308463.33,22285149.06
4209.09,1308811.55,22297928.47
4209.1,1309089.02,22311350.36
4209.11,1309342.4,22324135.72
4209.12,1309616.7,22337563.05
4209.13,1310276.86,22350357.33
4209.14,1310551.42,22363794.25
4209.15,1310804.53,22376593.88
4209.16,1311155.38,22390036.73
4209.17,1311405.41,22402842.25
4209.18,1311676.36,22416290.71
4209.19,1312534.15,22429103.68
4209.2,1312804.64,22442563.72
4209.21,1313056.14,22455385.34
4209.22,1313489.59,22468850.9
4209.23,1313742.6,22481679.22
4209.24,1314016.56,22495151.66
4209.25,1314270.87,22507985.14
4209.26,1315184.16,22520826.17
4209.27,1315453.31,22534313.34
4209.28,1315726.07,22547160.91
4209.29,1316101.58,22560654.21
4209.3,1316373.77,22573508.1
4209.31,1316640.31,22587007.47
4209.32,1317093.99,22599867.06
4209.33,1317357.51,22613373.78
4209.34,1317626.97,22626239.93
4209.35,1317891.9,22639752.13
4209.36,1318205.07,22652623.9
4209.37,1318470.06,22666142.02
4209.38,1318741.02,22679019.03
4209.39,1319058.11,22692543
4209.4,1319332.02,22705425.76
4209.41,1319605.34,22718955.48
4209.42,1319934.42,22731843.8
4209.43,1320210.46,22745379.71
4209.44,1320491.6,22758273.76
4209.45,1325844.27,22771820.35
4209.46,1326133.51,22784769.45
4209.47,1326423.73,22798368.99
4209.48,1326722.78,22811323.8
4209.49,1327128.98,22824930.29
4209.5,1327441,22837892.05
4209.51,1327750.68,22850856.8
4209.52,1328121.52,22864473.37
4209.53,1328468.89,22877445.01
4209.54,1328821.76,22891068.84
4209.55,1329487.66,22904048.31
4209.56,1329850.89,22917682.64
4209.57,1330219.56,22930671.28
4209.58,1331035.7,22944313.12
4209.59,1331396.19,22957313.29
4209.6,1331746.87,22970967.13
4209.61,1332097.11,22983974.22
4209.62,1332567.03,22997636.16
4209.63,1332896.09,23010651.15
4209.64,1333209.57,23024320.18
4209.65,1333643.1,23037341.91
4209.66,1333934.71,23051018.49
4209.67,1334220.53,23064046.62
4209.68,1334664.09,23077729.37
4209.69,1334942.35,23090764.58
4209.7,1335216.89,23104454.39
4209.71,1335500,23117495.01
4209.72,1335966.22,23131192.19
4209.73,1336260.74,23144240.18
4209.74,1336564.22,23157943.64
4209.75,1336919.05,23170997.79
4209.76,1337239.57,23184055.18
4209.77,1337603.22,23197768.93
4209.78,1338080.08,23210833.5
4209.79,1338463.52,23224555.96
4209.8,1338831.19,23237628.64
4209.81,1339343.61,23251358.97
4209.82,1339753.67,23264440.44
4209.83,1340213.73,23278180.43
4209.84,1340650.87,23291270.51
4209.85,1341225.42,23305020.48
4209.86,1341685.06,23318120.57
4209.87,1342182.9,23331880.55
4209.88,1342689.33,23344990.19
4209.89,1343187.36,23358760.47
4209.9,1343648.26,23371879.71
4209.91,1344197.3,23385659.95
4209.92,1344662.8,23398789.07
4209.93,1345164.08,23412579.6
4209.94,1345613.89,23425718.1
4209.95,1346131.75,23439518.63
4209.96,1346573.47,23452666.53
4209.97,1347053.63,23466476.53
4209.98,1347601.84,23479634.1
4209.99,1348092.14,23493454.68
4210,1348550.66,23506621.8
4210.01,1349122,23519793.84
4210.02,1349608.93,23533630.11
4210.03,1350048.59,23546812.03
4210.04,1350531.9,23560657.67
4210.05,1350939.49,23573848.45
4210.06,1351363.89,23587703.03
4210.07,1351742.25,23600901.79
4210.08,1352557.87,23614767.72
4210.09,1352913.31,23627978.04
4210.1,1353285.8,23641852.6
4210.11,1353715.18,23655070.39
4210.12,1354065.45,23668953.07
4210.13,1354386.62,23682177.94
4210.14,1355049.99,23696068.25
4210.15,1355356.69,23709302.67
4210.16,1355681.46,23723202.06
4210.17,1355972.15,23736442.58
4210.18,1356522.03,23750350.41
4210.19,1356806.99,23763599.1
4210.2,1357110,23777513.24
4210.21,1357412.55,23790767.8
4210.22,1357705.18,23804688.1
4210.23,1357971.48,23817948.25
4210.24,1358352.23,23831874.61
4210.25,1358613.76,23845141.05
4210.26,1358882.26,23858410.08
4210.27,1359207.81,23872345.4
4210.28,1359473.7,23885620.22
4210.29,1359742.84,23899561.53
4210.3,1360003.09,23912841.54
4210.31,1360292.01,23926788.44
4210.32,1360553.92,23940073.83
4210.33,1360818.84,23954026.2
4210.34,1361124.29,23967316.95
4210.35,1361377.92,23981275.11
4210.36,1361630.76,23994571.06
4210.37,1362056.61,24008534.92
4210.38,1362309.75,24021837.5
4210.39,1362564.68,24035807.81
4210.4,1362806.17,24049115.33
4210.41,1363090.21,24063091.05
4210.42,1363327.05,24076403.68
4210.43,1363584.55,24090384.48
4210.44,1363845.88,24103702.09
4210.45,1364103.98,24117688.22
4210.46,1364343.11,24131010.75
4210.47,1364625.78,24145002.08
4210.48,1364870.09,24158329.74
4210.49,1365136.96,24172326.4
4210.5,1365407.67,24185659.1
4210.51,1365665.75,24198994.44
4210.52,1365927.84,24212999.24
4210.53,1366189.53,24226339.69
4210.54,1366481.34,24240350.08
4210.55,1366744.14,24253695.94
4210.56,1367011.15,24267711.81
4210.57,1367290.17,24281062.94
4210.58,1367546.69,24295084.35
4210.59,1367797.71,24308440.56
4210.6,1368071.52,24322467.22
4210.61,1368316.63,24335828.53
4210.62,1368564.33,24349860.43
4210.63,1369014.73,24363226.54
4210.64,1369258.55,24377265.57
4210.65,1369495.65,24390638.43
4210.66,1369736.52,24404682.38
4210.67,1370558.87,24418063.91
4210.68,1370797.46,24432118.75
4210.69,1371031.78,24445506.62
4210.7,1371289.16,24459566.39
4210.71,1371525.57,24472959.06
4210.72,1371766.03,24487023.83
4210.73,1372052.36,24500421.23
4210.74,1372295.61,24514491.4
4210.75,1372535.49,24527893.92
4210.76,1372766.61,24541298.75
4210.77,1373036.47,24555376.44
4210.78,1373270.11,24568786.17
4210.79,1373521.26,24582868.86
4210.8,1373771.12,24596283.43
4210.81,1374021.62,24610371.25
4210.82,1374246.14,24623790.55
4210.83,1374533.54,24637883.37
4210.84,1374748.04,24651307.63
4210.85,1374972.73,24665405.35
4210.86,1375261.58,24678833.88
4210.87,1375468.9,24692936.78
4210.88,1375656.16,24706370.04
4210.89,1375853.25,24720476.94
4210.9,1376065.12,24733914.15
4210.91,1376264.6,24748025.24
4210.92,1376451.89,24761466.27
4210.93,1376675.06,24775581.45
4210.94,1376871.78,24789026.53
4210.95,1377096.19,24803146
4210.96,1377338.75,24816595.33
4210.97,1377587.62,24830719.71
4210.98,1377831.52,24844173.9
4210.99,1378103.18,24858303.44
4211,1378386.59,24871762.93
4211.01,1378673.6,24885225.16
4211.02,1379016.71,24899363.7
4211.03,1379424.45,24912832.71
4211.04,1379847.4,24926979.36
4211.05,1380266.24,24940456.47
4211.06,1380774.78,24954612.16
4211.07,1381248.28,24968098.58
4211.08,1381772.94,24982264.46
4211.09,1382300.78,24995760.74
4211.1,1382841.91,25009937.48
4211.11,1383356.78,25023444.29
4211.12,1383915.66,25037631.95
4211.13,1384488.48,25051149.75
4211.14,1385013.07,25065348.87
4211.15,1385466.25,25078876.61
4211.16,1385941.17,25093085.5
4211.17,1386341.29,25106622.06
4211.18,1386757.56,25120839.63
4211.19,1387168.52,25134384.09
4211.2,1387531.78,25148609.88
4211.21,1387851.96,25162161.59
4211.22,1388249.8,25176394.22
4211.23,1388545.35,25189952.8
4211.24,1388870.46,25204192.5
4211.25,1389176.64,25217757.19
4211.26,1389520.41,25231325.05
4211.27,1389845.85,25245574.73
4211.28,1390157.41,25259149.03
4211.29,1390502.23,25273405.39
4211.3,1390806.69,25286986.06
4211.31,1391132.52,25301249
4211.32,1391442.32,25314835.8
4211.33,1391740.54,25329105.12
4211.34,1392000.42,25342697.69
4211.35,1392261.74,25356972.56
4211.36,1392516.24,25370570.29
4211.37,1392742.78,25384850.27
4211.38,1392935.99,25398452.3
4211.39,1393145.74,25412736.5
4211.4,1393312.89,25426342.34
4211.41,1393480.28,25440630.18
4211.42,1393726.92,25454239.43
4211.43,1393877.2,25468531.42
4211.44,1394009.47,25482144.23
4211.45,1394164.41,25496439.04
4211.46,1394286.31,25510054.6
4211.47,1394414.54,25524352.21
4211.48,1394528.26,25537970.17
4211.49,1394664.55,25552270.34
4211.5,1394774.88,25565890.72
4211.51,1394887.53,25579512.19
4211.52,1395477.78,25593817.75
4211.53,1395587.22,25607446.06
4211.54,1395692.39,25621756.89
4211.55,1395839.72,25635387.33
4211.56,1395946,25649700.75
4211.57,1396051.26,25663333.61
4211.58,1396155.23,25677649.19
4211.59,1396271.35,25691284.2
4211.6,1396373.92,25705602.03
4211.61,1396477.22,25719239.06
4211.62,1396588.75,25733559.06
4211.63,1396690.45,25747198.18
4211.64,1396792.63,25761520.3
4211.65,1396904.49,25775161.44
4211.66,1397003.3,25789485.74
4211.67,1397103.73,25803128.9
4211.68,1397371.03,25817455.34
4211.69,1397472.39,25831102.1
4211.7,1397570.94,25845432.22
4211.71,1397672.69,25859080.93
4211.72,1397781.2,25873413.19
4211.73,1397878.92,25887063.94
4211.74,1397974.63,25901398.21
4211.75,1398205.45,25915051.43
4211.76,1398298.65,25928706.3
4211.77,1398399.73,25943044.9
4211.78,1398528.54,25956701.71
4211.79,1398627.45,25971042.65
4211.8,1398718.36,25984701.62
4211.81,1398817.51,25999044.51
4211.82,1398924.95,26012705.48
4211.83,1399023.58,26027050.49
4211.84,1399114.94,26040713.32
4211.85,1399228.09,26055060.38
4211.86,1399315.97,26068725.2
4211.87,1399411.29,26083074.2
4211.88,1399515.8,26096740.86
4211.89,1399604.45,26111091.9
4211.9,1399693.79,26124760.42
4211.91,1399798.14,26139113.3
4211.92,1399888.02,26152783.71
4211.93,1399976.85,26167138.57
4211.94,1400065.7,26180810.72
4211.95,1400212.56,26195167.85
4211.96,1400302.7,26208842.31
4211.97,1400390.78,26223201.41
4211.98,1400490.62,26236877.66
4211.99,1400578.71,26251238.69
4212,1400667.64,26264916.73
4212.01,1400761.41,26278595.62
4212.02,1400853.34,26292959.44
4212.03,1400939.04,26306640.13
4212.04,1401032.4,26321005.77
4212.05,1401208.07,26334689.05
4212.06,1401300.96,26349057.46
4212.07,1401385,26362742.51
4212.08,1401486.33,26377112.78
4212.09,1401572.23,26390799.65
4212.1,1401666.46,26405171.8
4212.11,1401763.43,26418860.47
4212.12,1401857.03,26433234.56
4212.13,1401942,26446925.05
4212.14,1402057.32,26461300.99
4212.15,1402143.43,26474993.44
4212.16,1402236.72,26489371.43
4212.17,1402322.25,26503065.63
4212.18,1402463.85,26517445.86
4212.19,1402550.77,26531142.28
4212.2,1402644.2,26545524.44
4212.21,1403140.29,26559224.82
4212.22,1403233.71,26573613.03
4212.23,1403319.63,26587316.97
4212.24,1403445.78,26601707.1
4212.25,1403532.13,26615413.11
4212.26,1403618.4,26629119.98
4212.27,1403711.8,26643513.1
4212.28,1403808.09,26657221.82
4212.29,1403900.26,26671616.88
4212.3,1403985.16,26685327.33
4212.31,1404367.07,26699726.2
4212.32,1404451.03,26713441.2
4212.33,1404542.06,26727842.85
4212.34,1404692.02,26741559.82
4212.35,1404784.24,26755963.94
4212.36,1404868.05,26769683.02
4212.37,1404980.57,26784088.97
4212.38,1405067.89,26797809.98
4212.39,1405161.53,26812217.97
4212.4,1405250.16,26825940.76
4212.41,1405353.95,26840350.7
4212.42,1405444.05,26854075.37
4212.43,1405540.79,26868487.23
4212.44,1405643.07,26882213.79
4212.45,1405740.35,26896627.7
4212.46,1405829.86,26910356.14
4212.47,1405935.76,26924771.98
4212.48,1406023.45,26938502.32
4212.49,1406117.93,26952920.11
4212.5,1406332.3,26966652.23
4212.51,1406421.79,26980386.45
4212.52,1406515.01,26994808.32
4212.53,1406605.87,27008544.32
4212.54,1406749.01,27022968.44
4212.55,1406841.31,27036706.74
4212.56,1406935.76,27051132.91
4212.57,1407555.04,27064875.35
4212.58,1407647.37,27079308.83
4212.59,1407738.58,27093055.9
4212.6,1407840.15,27107491.27
4212.61,1407927.42,27121240.21
4212.62,1408015.45,27135677.48
4212.63,1408101.01,27149428.11
4212.64,1408195.89,27163867.24
4212.65,1408280.81,27177619.63
4212.66,1408366.85,27192060.53
4212.67,1408465.32,27205814.67
4212.68,1408550.73,27220257.45
4212.69,1408634.41,27234013.3
4212.7,1408727.87,27248457.84
4212.71,1408812.34,27262215.42
4212.72,1408896.27,27276661.75
4212.73,1408990.28,27290420.97
4212.74,1409073.08,27304869.12
4212.75,1409153.31,27318630.07
4212.76,1409235.05,27332391.8
4212.77,1409345.26,27346842.67
4212.78,1409427.45,27360606.28
4212.79,1409509.3,27375058.92
4212.8,1409718.35,27388824.7
4212.81,1409801.71,27403280.32
4212.82,1409882.33,27417048.39
4212.83,1409992.8,27431505.75
4212.84,1410072.26,27445275.67
4212.85,1410153.31,27459734.91
4212.86,1410233.48,27473506.42
4212.87,1410327.78,27487967.43
4212.88,1410407.6,27501740.63
4212.89,1410487.92,27516203.3
4212.9,1410578.21,27529978.13
4212.91,1410657.69,27544442.56
4212.92,1410736.47,27558218.97
4212.93,1410825.51,27572685.05
4212.94,1410903.28,27586463.1
4212.95,1410982.1,27600930.85
4212.96,1411068.71,27614710.43
4212.97,1411147.9,27629179.88
4212.98,1411225.57,27642961.07
4212.99,1411306.29,27657432.14
4213,1411413.31,27671215.1
4213.01,1411489.76,27684998.88
4213.02,1411572.2,27699472.66
4213.03,1411677.15,27713258.13
4213.04,1411759.09,27727733.83
4213.05,1411834.88,27741520.98
4213.06,1411966.68,27755998.42
4213.07,1412041.4,27769787.59
4213.08,1412122.51,27784267.02
4213.09,1412196.74,27798057.72
4213.1,1412285.02,27812538.81
4213.11,1412360.12,27826331.09
4213.12,1412441.45,27840813.79
4213.13,1412534.33,27854607.71
4213.14,1412615.26,27869092.19
4213.15,1412690.45,27882887.7
4213.16,1412786.56,27897373.84
4213.17,1412862.47,27911171.03
4213.18,1412945.22,27925658.88
4213.19,1413026.9,27939457.62
4213.2,1413106.9,27953947.15
4213.21,1413182.09,27967747.45
4213.22,1413261.68,27982238.57
4213.23,1413343.83,27996040.45
4213.24,1413424.36,28010533.22
4213.25,1413498.89,28024336.63
4213.26,1413595.21,28038140.88
4213.27,1413674.78,28052636.25
4213.28,1413748.08,28066442.11
4213.29,1413834.23,28080939.06
4213.3,1413907.7,28094746.47
4213.31,1413987.05,28109245.04
4213.32,1414060.52,28123053.94
4213.33,1414145.95,28137554.14
4213.34,1414220.23,28151364.6
4213.35,1414298.53,28165866.37
4213.36,1414379.42,28179678.36
4213.37,1414459.61,28194181.77
4213.38,1414534.08,28207995.29
4213.39,1414622.17,28222500.32
4213.4,1414695.61,28236315.42
4213.41,1414776.98,28250822.08
4213.42,1414860.1,28264638.71
4213.43,1414941.04,28279147.05
4213.44,1415014.59,28292965.27
4213.45,1415095.77,28307475.19
4213.46,1415178.21,28321295
4213.47,1415258.73,28335806.59
4213.48,1415331.57,28349627.91
4213.49,1415420.64,28364141.13
4213.5,1415494.24,28377964.03
4213.51,1415571.33,28391787.66
4213.52,1415656.44,28406303.29
4213.53,1415734.36,28420128.51
4213.54,1415809.16,28434645.77
4213.55,1415936.5,28448472.48
4213.56,1416010.89,28462991.81
4213.57,1416086.79,28476820.48
4213.58,1416161.92,28491341.36
4213.59,1416263.16,28505171.68
4213.6,1416336.25,28519694.35
4213.61,1416410.52,28533526.19
4213.62,1416499.93,28548050.45
4213.63,1416570.32,28561883.88
4213.64,1416648.12,28576409.75
4213.65,1416932.98,28590245.05
4213.66,1417008.7,28604774.62
4213.67,1417079.79,28618613.03
4213.68,1417157.52,28633144.13
